show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s004987,Movie,Title 186 289,Director_261,"Actor_539, Actor_1749",Netherlands,2017-10-07,1999,R,165 min,Horror,A compelling horror story about title 186 289.
s004988,Movie,Title 266 695,Director_373,"Actor_1337, Actor_1010, Actor_853, Actor_1529, Actor_1760, Actor_49",India,2009-02-26,2015,TV-PG,94 min,"Fantasy, Crime",A compelling fantasy story about title 266 695.
s004989,Movie,Title 138 596,Director_117,"Actor_498, Actor_1372, Actor_133",United States,2006-06-27,1997,PG-13,80 min,"Comedies, Reality TV, Dramas",A compelling comedies story about title 138 596.
s004990,Movie,Title 544 298,Director_490,"Actor_466, Actor_1721, Actor_1413, Actor_366, Actor_860",Multiple,2005-08-16,1991,G,94 min,Kids,A compelling kids story about title 544 298.
s004991,Movie,Title 295 837,Director_787,"Actor_1892, Actor_1413",Multiple,2012-11-14,1996,TV-MA,101 min,"Kids, Family",A compelling kids story about title 295 837.
s004992,Movie,Title 476 808,Director_703,"Actor_1803, Actor_890, Actor_484",India,2005-10-01,2000,TV-14,74 min,Animation,A compelling animation story about title 476 808.
s004993,TV Show,Title 151 334,Director_797,"Actor_339, Actor_374",Germany,2005-06-08,2005,R,4 Seasons,Family,A compelling family story about title 151 334.
s004994,Movie,Title 97 369,Director_127,"Actor_442, Actor_1735",Netherlands,2018-02-14,2012,TV-MA,135 min,"Family, Crime",A compelling family story about title 97 369.
s004995,Movie,Title 341 197,Director_762,"Actor_1070, Actor_935, Actor_1333, Actor_1873, Actor_1464, Actor_1350",India,2007-10-17,1995,G,152 min,"Thrillers, Reality TV",A compelling thrillers story about title 341 197.
s004996,Movie,Title 275 922,Director_186,"Actor_1301, Actor_1242",Sweden,2012-08-28,1998,TV-MA,138 min,"Fantasy, Reality TV",A compelling fantasy story about title 275 922.
s004997,Movie,Title 342 854,Director_348,"Actor_1669, Actor_1741",Australia,2023-11-27,2023,G,136 min,"Documentaries, Crime, Horror",A compelling documentaries story about title 342 854.
s004998,Movie,Title 411 690,Director_186,"Actor_1430, Actor_188",Multiple,2017-10-08,1997,G,118 min,"Comedies, Kids",A compelling comedies story about title 411 690.
s004999,Movie,Title 226 154,Director_429,"Actor_619, Actor_966",Australia,2019-03-18,1994,TV-14,159 min,"Romance, Reality TV, Comedies",A compelling romance story about title 226 154.
s005000,Movie,Title 465 2,Director_432,"Actor_885, Actor_279, Actor_819, Actor_351, Actor_1787",India,2022-02-17,1996,PG-13,82 min,"Thrillers, Romance, Reality TV",A compelling thrillers story about title 465 2.
s005001,Movie,Title 90 771,Director_361,"Actor_1035, Actor_990, Actor_1395, Actor_1889",Sweden,2015-02-13,2024,PG-13,147 min,"Dramas, Reality TV, Animation",A compelling dramas story about title 90 771.
s005002,Movie,Title 518 622,,"Actor_516, Actor_1040",Canada,2006-01-17,2018,NR,106 min,"Dramas, Documentaries, Fantasy",A compelling dramas story about title 518 622.
s005003,Movie,Title 376 105,Director_172,"Actor_1295, Actor_484, Actor_1606, Actor_531",India,2010-01-17,2014,NR,143 min,Animation,A compelling animation story about title 376 105.
s005004,Movie,Title 431 522,Director_476,"Actor_1248, Actor_1262",Brazil,2006-04-24,2015,R,148 min,"Crime, Comedies",A compelling crime story about title 431 522.
s005005,Movie,Title 587 535,Director_720,"Actor_923, Actor_2000, Actor_233",Germany,2022-11-20,2003,TV-PG,90 min,Reality TV,A compelling reality tv story about title 587 535.
s005006,TV Show,Title 548 983,Director_54,"Actor_1415, Actor_1792, Actor_1649, Actor_544, Actor_1708",South Korea,2011-01-16,2014,PG,13 Seasons,"Romance, Documentaries, Comedies",A compelling romance story about title 548 983.
s005007,Movie,Title 341 335,Director_776,"Actor_51, Actor_1447, Actor_348, Actor_141, Actor_355",United States,2016-10-19,1994,R,81 min,"Sci-Fi, Reality TV",A compelling sci-fi story about title 341 335.
s005008,Movie,Title 384 564,Director_136,"Actor_993, Actor_425",Japan,2023-12-17,2006,G,96 min,"Thrillers, Animation, Reality TV",A compelling thrillers story about title 384 564.
s005009,Movie,Title 282 427,Director_535,"Actor_586, Actor_1590",Multiple,2010-03-28,2001,R,176 min,"Comedies, Horror",A compelling comedies story about title 282 427.
s005010,TV Show,Title 7 839,Director_111,"Actor_756, Actor_655, Actor_1209, Actor_1793",Italy,2007-06-16,2004,G,11 Seasons,Reality TV,A compelling reality tv story about title 7 839.
s005011,TV Show,Title 461 232,Director_701,"Actor_1949, Actor_1690",Netherlands,2012-11-06,2020,TV-PG,17 Seasons,"Comedies, Documentaries, Family",A compelling comedies story about title 461 232.
s005012,Movie,Title 31 82,Director_255,"Actor_337, Actor_1203, Actor_1466",India,2015-01-23,2017,R,118 min,Action,A compelling action story about title 31 82.
s005013,Movie,Title 541 44,Director_658,"Actor_286, Actor_1164, Actor_1920",Sweden,2020-12-24,1990,TV-MA,82 min,Horror,A compelling horror story about title 541 44.
s005014,Movie,Title 507 369,Director_544,"Actor_1858, Actor_176, Actor_1280, Actor_1439, Actor_1982, Actor_363",Multiple,2022-05-17,2015,R,145 min,"Thrillers, Comedies, Dramas",A compelling thrillers story about title 507 369.
s005015,Movie,Title 354 986,Director_346,"Actor_1337, Actor_1249, Actor_506, Actor_838",Germany,2024-02-19,2019,TV-14,117 min,"Crime, Dramas",A compelling crime story about title 354 986.
s005016,Movie,Title 488 110,,"Actor_1646, Actor_1483, Actor_164, Actor_1798",Mexico,2018-04-25,2011,G,85 min,"Sci-Fi, Action, Fantasy",A compelling sci-fi story about title 488 110.
s005017,Movie,Title 36 588,Director_5,"Actor_11, Actor_1710, Actor_292",United States,2007-07-13,2019,TV-14,73 min,"Comedies, Kids",A compelling comedies story about title 36 588.
s005018,TV Show,Title 395 557,Director_72,"Actor_1880, Actor_918",Japan,2007-07-09,2019,PG,3 Seasons,Family,A compelling family story about title 395 557.
s005019,Movie,Title 471 742,Director_614,"Actor_393, Actor_1470, Actor_1534, Actor_1660, Actor_491",France,2021-12-22,2012,G,73 min,"Reality TV, Documentaries",A compelling reality tv story about title 471 742.
s005020,TV Show,Title 559 529,Director_164,"Actor_456, Actor_1523",Sweden,2016-02-11,2013,TV-MA,6 Seasons,"Crime, Family, Fantasy",A compelling crime story about title 559 529.
s005021,TV Show,Title 183 917,,"Actor_1267, Actor_1748, Actor_1672, Actor_920",United Kingdom,2021-03-05,2001,TV-PG,14 Seasons,"Kids, Reality TV, Documentaries",A compelling kids story about title 183 917.
s005022,Movie,Title 212 853,Director_758,"Actor_1577, Actor_1786",India,2023-05-23,2014,PG,89 min,"Sci-Fi, Animation, Crime",A compelling sci-fi story about title 212 853.
s005023,TV Show,Title 273 726,Director_123,"Actor_52, Actor_602, Actor_1833, Actor_581, Actor_1244, Actor_569",Japan,2006-02-21,1997,TV-PG,5 Seasons,"Sci-Fi, Family, Thrillers",A compelling sci-fi story about title 273 726.
s005024,TV Show,Title 600 533,Director_527,"Actor_290, Actor_337, Actor_1472, Actor_599",Multiple,2013-01-08,2018,G,12 Seasons,"Family, Sci-Fi",A compelling family story about title 600 533.
s005025,Movie,Title 355 676,Director_239,"Actor_320, Actor_415, Actor_1551, Actor_294",Germany,2016-03-13,1994,TV-MA,171 min,"Reality TV, Sci-Fi",A compelling reality tv story about title 355 676.
s005026,TV Show,Title 280 433,Director_231,"Actor_504, Actor_1006, Actor_44",Netherlands,2009-01-09,2003,TV-14,11 Seasons,"Comedies, Documentaries, Crime",A compelling comedies story about title 280 433.
s005027,Movie,Title 76 114,Director_391,"Actor_1939, Actor_401, Actor_1090, Actor_1539, Actor_597",Italy,2008-10-21,2004,PG,131 min,Thrillers,A compelling thrillers story about title 76 114.
s005028,Movie,Title 430 560,Director_539,"Actor_763, Actor_1846, Actor_702, Actor_1675",Multiple,2009-12-29,2009,PG-13,165 min,Romance,A compelling romance story about title 430 560.
s005029,TV Show,Title 185 394,,"Actor_1449, Actor_970, Actor_1948, Actor_930, Actor_288",Japan,2019-03-23,2005,PG-13,7 Seasons,"Thrillers, Fantasy",A compelling thrillers story about title 185 394.
s005030,TV Show,Title 525 843,Director_703,"Actor_183, Actor_1935",Canada,2011-01-03,2005,G,9 Seasons,Thrillers,A compelling thrillers story about title 525 843.
s005031,Movie,Title 467 927,Director_369,"Actor_1336, Actor_273, Actor_1560, Actor_316",Germany,2024-12-19,2023,TV-MA,89 min,Crime,A compelling crime story about title 467 927.
s005032,Movie,Title 397 962,Director_565,"Actor_873, Actor_1978",United States,2024-11-09,2015,R,180 min,"Dramas, Sci-Fi, Crime",A compelling dramas story about title 397 962.
s005033,Movie,Title 57 333,Director_393,"Actor_249, Actor_100, Actor_1047, Actor_1974, Actor_1271",Mexico,2012-06-07,1990,NR,160 min,"Animation, Sci-Fi, Documentaries",A compelling animation story about title 57 333.
s005034,Movie,Title 509 59,Director_473,"Actor_788, Actor_356, Actor_310, Actor_1240, Actor_1122, Actor_1374",Sweden,2010-09-11,2001,G,168 min,Thrillers,A compelling thrillers story about title 509 59.
s005035,TV Show,Title 158 454,Director_746,"Actor_165, Actor_1607, Actor_482, Actor_1623",Germany,2012-03-22,2013,R,4 Seasons,"Sci-Fi, Crime, Family",A compelling sci-fi story about title 158 454.
s005036,Movie,Title 282 772,Director_323,"Actor_304, Actor_1930, Actor_904, Actor_489, Actor_1, Actor_1703",United States,2009-03-14,1993,G,163 min,Fantasy,A compelling fantasy story about title 282 772.
s005037,TV Show,Title 461 900,Director_653,"Actor_57, Actor_566, Actor_855, Actor_1880, Actor_1936",Germany,2014-07-10,2000,G,6 Seasons,"Family, Documentaries",A compelling family story about title 461 900.
s005038,Movie,Title 178 734,Director_709,"Actor_837, Actor_1901, Actor_236, Actor_926, Actor_898",Brazil,2021-11-17,2005,PG,134 min,"Documentaries, Comedies, Kids",A compelling documentaries story about title 178 734.
s005039,Movie,Title 385 639,Director_800,"Actor_429, Actor_1168, Actor_1488, Actor_1557, Actor_365",Spain,2010-11-10,1993,TV-14,113 min,"Family, Romance",A compelling family story about title 385 639.
s005040,Movie,Title 332 875,,"Actor_1726, Actor_820, Actor_532",France,2016-04-07,2008,PG-13,106 min,"Family, Action, Reality TV",A compelling family story about title 332 875.
s005041,TV Show,Title 339 67,Director_603,"Actor_1318, Actor_513",United States,2009-12-25,2017,PG-13,4 Seasons,"Thrillers, Animation",A compelling thrillers story about title 339 67.
s005042,Movie,Title 127 869,Director_251,"Actor_1064, Actor_1619, Actor_729, Actor_320, Actor_1348",Sweden,2020-12-17,1996,PG,139 min,"Reality TV, Kids, Crime",A compelling reality tv story about title 127 869.
s005043,TV Show,Title 44 887,Director_204,"Actor_189, Actor_198, Actor_112, Actor_1044, Actor_841",Mexico,2011-02-03,2019,TV-14,4 Seasons,Action,A compelling action story about title 44 887.
s005044,TV Show,Title 27 791,Director_14,"Actor_601, Actor_1926, Actor_11, Actor_506",Multiple,2005-07-21,2016,TV-MA,1 Seasons,Sci-Fi,A compelling sci-fi story about title 27 791.
s005045,TV Show,Title 257 847,Director_401,"Actor_236, Actor_1115, Actor_1838, Actor_1622",United States,2023-11-05,1991,PG,7 Seasons,"Animation, Reality TV",A compelling animation story about title 257 847.
s005046,Movie,Title 435 460,Director_243,"Actor_1205, Actor_1166, Actor_137, Actor_1701",France,2021-11-04,2010,PG-13,147 min,"Documentaries, Kids, Action",A compelling documentaries story about title 435 460.
s005047,TV Show,Title 220 22,Director_623,"Actor_447, Actor_128, Actor_1231, Actor_1790, Actor_1420, Actor_134",Mexico,2006-03-18,1999,R,1 Seasons,"Action, Animation, Family",A compelling action story about title 220 22.
s005048,TV Show,Title 251 12,Director_483,"Actor_727, Actor_397, Actor_1101, Actor_431",Multiple,2021-10-14,2020,R,15 Seasons,"Romance, Kids",A compelling romance story about title 251 12.
s005049,Movie,Title 33 336,Director_764,"Actor_99, Actor_365",France,2011-10-04,1990,TV-MA,174 min,"Reality TV, Family, Horror",A compelling reality tv story about title 33 336.
s005050,Movie,Title 94 432,Director_583,"Actor_1003, Actor_404, Actor_1415, Actor_1709",Canada,2020-09-28,1999,NR,81 min,Reality TV,A compelling reality tv story about title 94 432.
s005051,Movie,Title 361 149,Director_536,"Actor_157, Actor_1723, Actor_1294, Actor_1235, Actor_1823",France,2014-07-16,2004,TV-MA,103 min,Reality TV,A compelling reality tv story about title 361 149.
s005052,TV Show,Title 214 118,,"Actor_1537, Actor_1248, Actor_1176",Multiple,2011-05-19,1993,R,7 Seasons,Action,A compelling action story about title 214 118.
s005053,TV Show,Title 414 897,Director_158,"Actor_578, Actor_183, Actor_898",Sweden,2022-03-27,1993,PG-13,20 Seasons,Dramas,A compelling dramas story about title 414 897.
s005054,TV Show,Title 185 789,,"Actor_216, Actor_1264, Actor_1509, Actor_446, Actor_1793, Actor_847",United States,2013-03-28,2021,G,1 Seasons,"Family, Reality TV",A compelling family story about title 185 789.
s005055,Movie,Title 27 388,,"Actor_1441, Actor_1931, Actor_1802, Actor_318",Multiple,2024-11-16,2002,NR,128 min,Dramas,A compelling dramas story about title 27 388.
s005056,TV Show,Title 266 425,Director_547,"Actor_472, Actor_136",Sweden,2017-12-01,2019,PG,1 Seasons,"Dramas, Sci-Fi",A compelling dramas story about title 266 425.
s005057,Movie,Title 527 517,Director_206,"Actor_1790, Actor_297, Actor_342",United Kingdom,2009-08-25,2012,R,80 min,"Dramas, Sci-Fi, Reality TV",A compelling dramas story about title 527 517.
s005058,Movie,Title 324 508,Director_59,"Actor_1861, Actor_1129, Actor_168, Actor_1592",Brazil,2020-09-17,2014,PG,111 min,"Documentaries, Animation",A compelling documentaries story about title 324 508.
s005059,Movie,Title 470 639,Director_427,"Actor_1468, Actor_822",Italy,2018-10-27,1994,TV-14,157 min,"Kids, Sci-Fi",A compelling kids story about title 470 639.
s005060,Movie,Title 53 267,Director_140,"Actor_1603, Actor_1420, Actor_275, Actor_205, Actor_72, Actor_655",Italy,2018-12-25,2019,PG-13,167 min,"Thrillers, Romance, Action",A compelling thrillers story about title 53 267.
s005061,TV Show,Title 52 590,Director_476,"Actor_1939, Actor_1218",Brazil,2012-01-05,2018,NR,2 Seasons,"Horror, Dramas",A compelling horror story about title 52 590.
s005062,Movie,Title 149 710,Director_362,"Actor_136, Actor_284",Multiple,2017-07-11,2017,TV-PG,113 min,"Sci-Fi, Action",A compelling sci-fi story about title 149 710.
s005063,Movie,Title 507 922,Director_395,"Actor_33, Actor_1799, Actor_1753, Actor_1263",Australia,2016-05-07,2008,PG-13,116 min,"Romance, Crime",A compelling romance story about title 507 922.
s005064,Movie,Title 557 563,Director_723,"Actor_1137, Actor_634, Actor_185",Canada,2007-06-07,1990,TV-PG,132 min,"Fantasy, Dramas, Crime",A compelling fantasy story about title 557 563.
s005065,TV Show,Title 361 480,Director_546,"Actor_484, Actor_1605, Actor_448",India,2007-12-23,2022,G,3 Seasons,"Reality TV, Kids, Romance",A compelling reality tv story about title 361 480.
s005066,TV Show,Title 70 886,Director_752,"Actor_1721, Actor_613, Actor_492",Brazil,2017-11-10,1994,G,18 Seasons,"Reality TV, Kids",A compelling reality tv story about title 70 886.
s005067,TV Show,Title 594 335,Director_300,"Actor_1178, Actor_1945, Actor_882, Actor_1874, Actor_832, Actor_1362",Germany,2023-08-07,1990,TV-14,2 Seasons,Dramas,A compelling dramas story about title 594 335.
s005068,TV Show,Title 240 67,Director_503,"Actor_1228, Actor_828",Japan,2008-09-16,2021,NR,12 Seasons,"Crime, Kids, Sci-Fi",A compelling crime story about title 240 67.
s005069,Movie,Title 77 289,Director_521,"Actor_122, Actor_236",Mexico,2007-01-19,2021,TV-14,125 min,"Fantasy, Reality TV, Documentaries",A compelling fantasy story about title 77 289.
s005070,Movie,Title 475 1,,"Actor_1082, Actor_408",United States,2007-03-17,2017,TV-MA,178 min,"Action, Documentaries",A compelling action story about title 475 1.
s005071,TV Show,Title 454 90,Director_233,"Actor_19, Actor_1638",France,2014-02-15,2002,PG,10 Seasons,Kids,A compelling kids story about title 454 90.
s005072,Movie,Title 91 992,Director_264,"Actor_589, Actor_1143, Actor_308",Spain,2015-04-06,1997,G,97 min,"Crime, Dramas",A compelling crime story about title 91 992.
s005073,Movie,Title 356 678,Director_502,"Actor_147, Actor_548, Actor_1792, Actor_273",Sweden,2016-05-26,2007,PG-13,130 min,"Documentaries, Comedies, Action",A compelling documentaries story about title 356 678.
s005074,Movie,Title 120 800,Director_111,"Actor_1948, Actor_565",United States,2024-05-17,2020,TV-14,145 min,"Romance, Reality TV",A compelling romance story about title 120 800.
s005075,Movie,Title 488 91,Director_314,"Actor_807, Actor_929, Actor_559, Actor_1303",United States,2017-02-04,1999,TV-MA,157 min,"Reality TV, Comedies",A compelling reality tv story about title 488 91.
s005076,TV Show,Title 365 996,Director_130,"Actor_321, Actor_1448, Actor_253, Actor_868",Japan,2013-03-23,2012,G,13 Seasons,"Action, Horror",A compelling action story about title 365 996.
s005077,TV Show,Title 276 368,Director_792,"Actor_1459, Actor_318, Actor_1580, Actor_1873",Mexico,2017-09-09,1990,TV-PG,9 Seasons,"Kids, Thrillers, Action",A compelling kids story about title 276 368.
s005078,Movie,Title 85 385,Director_40,"Actor_1834, Actor_61, Actor_1844, Actor_698, Actor_888",Multiple,2019-08-01,2013,TV-14,141 min,"Horror, Romance, Sci-Fi",A compelling horror story about title 85 385.
s005079,Movie,Title 245 514,Director_469,"Actor_1641, Actor_761, Actor_1217",Canada,2024-06-15,2022,TV-PG,97 min,Crime,A compelling crime story about title 245 514.
s005080,Movie,Title 483 851,Director_339,"Actor_657, Actor_286, Actor_1962, Actor_1600, Actor_1764, Actor_1038",India,2013-03-15,1999,PG-13,175 min,"Crime, Thrillers, Fantasy",A compelling crime story about title 483 851.
s005081,TV Show,Title 210 852,,"Actor_1409, Actor_727, Actor_1168, Actor_1769",Multiple,2019-05-13,2013,G,6 Seasons,"Romance, Thrillers, Animation",A compelling romance story about title 210 852.
s005082,Movie,Title 465 237,Director_271,"Actor_1584, Actor_1014, Actor_576, Actor_1122",Mexico,2005-01-03,1999,G,159 min,"Horror, Animation, Crime",A compelling horror story about title 465 237.
s005083,TV Show,Title 158 130,Director_445,"Actor_230, Actor_748, Actor_585, Actor_546",United Kingdom,2006-03-09,2019,R,5 Seasons,Romance,A compelling romance story about title 158 130.
s005084,Movie,Title 599 109,Director_242,"Actor_1285, Actor_1849",Brazil,2023-06-29,2015,G,160 min,"Sci-Fi, Thrillers",A compelling sci-fi story about title 599 109.
s005085,Movie,Title 270 909,Director_773,"Actor_963, Actor_965, Actor_445",Japan,2015-06-17,2022,TV-14,175 min,"Family, Thrillers, Kids",A compelling family story about title 270 909.
s005086,TV Show,Title 573 751,Director_635,"Actor_1674, Actor_514",United States,2016-11-07,2015,NR,16 Seasons,"Kids, Crime",A compelling kids story about title 573 751.
s005087,Movie,Title 572 581,Director_68,"Actor_1963, Actor_27",United Kingdom,2018-07-09,2022,TV-14,131 min,"Sci-Fi, Fantasy",A compelling sci-fi story about title 572 581.
s005088,Movie,Title 38 595,,"Actor_465, Actor_420, Actor_559, Actor_1019",Netherlands,2015-02-07,1996,PG-13,170 min,"Comedies, Fantasy, Family",A compelling comedies story about title 38 595.
s005089,Movie,Title 190 350,Director_540,"Actor_1201, Actor_1533",Multiple,2022-01-20,2001,PG-13,138 min,"Dramas, Romance, Horror",A compelling dramas story about title 190 350.
s005090,TV Show,Title 450 218,Director_498,"Actor_1277, Actor_963, Actor_1096, Actor_1394",United Kingdom,2008-03-21,2022,TV-MA,19 Seasons,"Romance, Kids",A compelling romance story about title 450 218.
s005091,Movie,Title 137 546,Director_576,"Actor_18, Actor_804, Actor_525, Actor_1151, Actor_1077, Actor_1187",Multiple,2011-04-08,2002,PG-13,120 min,"Horror, Crime, Romance",A compelling horror story about title 137 546.
s005092,Movie,Title 31 253,Director_608,"Actor_1810, Actor_1672",United Kingdom,2007-08-30,2007,PG-13,101 min,"Thrillers, Reality TV, Fantasy",A compelling thrillers story about title 31 253.
s005093,Movie,Title 571 204,Director_224,"Actor_318, Actor_339, Actor_1301, Actor_175, Actor_1769, Actor_1752",Multiple,2005-12-30,2013,TV-PG,111 min,"Dramas, Family, Sci-Fi",A compelling dramas story about title 571 204.
s005094,TV Show,Title 133 169,Director_401,"Actor_517, Actor_1681, Actor_811, Actor_1648",Japan,2013-07-07,2001,G,20 Seasons,"Documentaries, Romance",A compelling documentaries story about title 133 169.
s005095,Movie,Title 352 634,Director_744,"Actor_234, Actor_870, Actor_1494",United Kingdom,2014-10-25,1996,G,133 min,Action,A compelling action story about title 352 634.
s005096,TV Show,Title 205 501,Director_114,"Actor_1300, Actor_1105",Mexico,2008-07-24,1994,TV-PG,17 Seasons,"Reality TV, Sci-Fi",A compelling reality tv story about title 205 501.
s005097,TV Show,Title 584 899,,"Actor_247, Actor_610, Actor_1290, Actor_1648, Actor_1630, Actor_601",Germany,2018-05-04,1997,TV-MA,7 Seasons,"Family, Animation, Kids",A compelling family story about title 584 899.
s005098,Movie,Title 90 686,Director_52,"Actor_21, Actor_653, Actor_982, Actor_70, Actor_1735, Actor_1215",United Kingdom,2012-11-05,2020,PG,143 min,Animation,A compelling animation story about title 90 686.
s005099,TV Show,Title 55 31,Director_243,"Actor_430, Actor_972, Actor_1713, Actor_1827, Actor_749",France,2019-08-31,2023,TV-MA,18 Seasons,"Animation, Fantasy",A compelling animation story about title 55 31.
s005100,Movie,Title 537 178,Director_273,"Actor_748, Actor_409, Actor_896",United States,2007-05-18,1998,TV-14,145 min,Horror,A compelling horror story about title 537 178.
s005101,Movie,Title 573 246,Director_763,"Actor_1032, Actor_1376, Actor_515, Actor_1763, Actor_124",Multiple,2009-11-17,2012,NR,79 min,Reality TV,A compelling reality tv story about title 573 246.
s005102,Movie,Title 167 848,Director_580,"Actor_440, Actor_1686, Actor_384, Actor_1677, Actor_1964, Actor_922",India,2021-12-26,2004,PG-13,73 min,Sci-Fi,A compelling sci-fi story about title 167 848.
s005103,Movie,Title 365 105,Director_793,"Actor_731, Actor_66, Actor_1267, Actor_936, Actor_691, Actor_1967",United Kingdom,2018-10-03,2005,PG,89 min,"Horror, Kids",A compelling horror story about title 365 105.
s005104,TV Show,Title 210 928,Director_282,"Actor_272, Actor_182",Spain,2006-02-04,1999,TV-MA,2 Seasons,"Action, Romance",A compelling action story about title 210 928.
s005105,Movie,Title 570 486,Director_762,"Actor_1238, Actor_487, Actor_198",Spain,2020-08-22,1994,R,95 min,Dramas,A compelling dramas story about title 570 486.
s005106,Movie,Title 90 617,Director_155,"Actor_1818, Actor_768, Actor_648, Actor_1648",United States,2014-03-23,1998,G,100 min,"Animation, Thrillers",A compelling animation story about title 90 617.
s005107,TV Show,Title 470 608,Director_305,"Actor_1570, Actor_128, Actor_1163, Actor_1947",France,2023-10-12,2004,TV-PG,20 Seasons,"Documentaries, Romance",A compelling documentaries story about title 470 608.
s005108,Movie,Title 69 928,Director_304,"Actor_1684, Actor_1815, Actor_1587",Multiple,2014-10-28,1992,TV-14,141 min,"Horror, Fantasy, Documentaries",A compelling horror story about title 69 928.
s005109,TV Show,Title 88 519,Director_478,"Actor_1302, Actor_1283, Actor_875, Actor_1041, Actor_195",Multiple,2024-02-05,1999,PG,2 Seasons,"Action, Romance",A compelling action story about title 88 519.
s005110,TV Show,Title 49 441,Director_537,"Actor_664, Actor_1907, Actor_404",Sweden,2006-12-11,2019,R,10 Seasons,"Family, Thrillers",A compelling family story about title 49 441.
s005111,TV Show,Title 357 164,Director_626,"Actor_1568, Actor_1819, Actor_1609",Multiple,2005-05-20,1990,G,20 Seasons,"Fantasy, Animation",A compelling fantasy story about title 357 164.
s005112,TV Show,Title 249 17,Director_725,"Actor_1483, Actor_1673, Actor_77, Actor_207, Actor_1433, Actor_1155",Multiple,2020-12-16,1995,G,16 Seasons,"Thrillers, Documentaries, Animation",A compelling thrillers story about title 249 17.
s005113,TV Show,Title 103 76,Director_105,"Actor_732, Actor_473, Actor_951",Multiple,2017-11-25,2020,TV-MA,17 Seasons,Documentaries,A compelling documentaries story about title 103 76.
s005114,TV Show,Title 445 958,Director_356,"Actor_483, Actor_886",Multiple,2010-07-08,2016,PG,1 Seasons,"Fantasy, Dramas",A compelling fantasy story about title 445 958.
s005115,TV Show,Title 40 797,Director_789,"Actor_830, Actor_640, Actor_309",Italy,2023-02-17,2020,TV-14,10 Seasons,Crime,A compelling crime story about title 40 797.
s005116,TV Show,Title 473 146,Director_418,"Actor_1803, Actor_51, Actor_389, Actor_1740",Multiple,2009-01-22,2011,G,1 Seasons,"Comedies, Reality TV",A compelling comedies story about title 473 146.
s005117,Movie,Title 196 704,Director_427,"Actor_464, Actor_1081, Actor_1517, Actor_207, Actor_1428, Actor_291",Mexico,2015-07-05,1996,PG-13,128 min,"Documentaries, Reality TV",A compelling documentaries story about title 196 704.
s005118,TV Show,Title 501 913,,"Actor_1718, Actor_249, Actor_65",India,2009-02-18,2001,TV-14,17 Seasons,Horror,A compelling horror story about title 501 913.
s005119,TV Show,Title 305 46,Director_179,"Actor_59, Actor_40",United States,2022-02-17,2022,TV-MA,19 Seasons,"Sci-Fi, Reality TV, Animation",A compelling sci-fi story about title 305 46.
s005120,Movie,Title 560 338,,"Actor_1943, Actor_1302, Actor_257, Actor_1980",Australia,2006-05-23,2019,NR,108 min,"Thrillers, Documentaries",A compelling thrillers story about title 560 338.
s005121,Movie,Title 549 589,Director_637,"Actor_1869, Actor_1187, Actor_802, Actor_1402",United Kingdom,2006-01-01,2022,R,76 min,"Romance, Fantasy, Kids",A compelling romance story about title 549 589.
s005122,Movie,Title 542 131,Director_249,"Actor_1357, Actor_865, Actor_1163, Actor_1620, Actor_195",Multiple,2024-04-22,2023,TV-PG,147 min,Romance,A compelling romance story about title 542 131.
s005123,TV Show,Title 426 68,Director_499,"Actor_1017, Actor_1777, Actor_933, Actor_413, Actor_511, Actor_1966",Germany,2019-03-28,1999,TV-MA,2 Seasons,Crime,A compelling crime story about title 426 68.
s005124,Movie,Title 565 700,Director_598,"Actor_592, Actor_1652, Actor_1911",Spain,2019-11-04,2009,G,112 min,Crime,A compelling crime story about title 565 700.
s005125,TV Show,Title 568 369,Director_84,"Actor_1290, Actor_1157",Multiple,2009-10-22,2003,R,3 Seasons,"Crime, Sci-Fi",A compelling crime story about title 568 369.
s005126,Movie,Title 544 297,Director_642,"Actor_221, Actor_873, Actor_1225",Italy,2022-04-09,2004,TV-MA,168 min,"Horror, Dramas, Kids",A compelling horror story about title 544 297.
s005127,Movie,Title 120 329,Director_202,"Actor_1933, Actor_939, Actor_1730, Actor_1918, Actor_1985, Actor_1562",Multiple,2019-05-07,2015,TV-MA,93 min,"Family, Sci-Fi, Romance",A compelling family story about title 120 329.
s005128,Movie,Title 171 99,Director_388,"Actor_1725, Actor_989, Actor_1594",Multiple,2023-10-20,2002,PG-13,179 min,"Romance, Thrillers",A compelling romance story about title 171 99.
s005129,Movie,Title 373 149,Director_391,"Actor_623, Actor_364, Actor_757, Actor_1954, Actor_1933",Multiple,2024-05-03,1997,TV-PG,116 min,Dramas,A compelling dramas story about title 373 149.
s005130,TV Show,Title 347 184,Director_246,"Actor_1029, Actor_185",Japan,2015-07-19,1992,G,6 Seasons,"Documentaries, Action, Fantasy",A compelling documentaries story about title 347 184.
s005131,Movie,Title 46 482,Director_601,"Actor_985, Actor_449, Actor_1141, Actor_1903, Actor_367, Actor_1849",France,2011-01-26,2017,R,178 min,"Reality TV, Dramas",A compelling reality tv story about title 46 482.
s005132,TV Show,Title 524 434,Director_285,"Actor_1129, Actor_933, Actor_1608, Actor_730, Actor_992",Japan,2005-05-02,2022,G,18 Seasons,"Horror, Documentaries, Thrillers",A compelling horror story about title 524 434.
